,Vacancies,Companies,Deadlines,Locations,Individual Pages
461,Marketing and communications manager,Out Of Office Design,06 July 2020,Yerevan,https://staff.am/en/marketing-and-communications-manager
462,Agile Project Manager ,Intelligent Digital Technologies,06 July 2020,Yerevan,https://staff.am/en/agile-project-manager-7
463,Լեռնային և շինարարական տեխնիկայի սպասարկման և վերանորոգման մասնագետի (մեխանիկ),«ԻԿՕ Մաշիների» ՍՊԸ,05 July 2020,Yerevan,https://staff.am/en/lernayin-ev-sinararakan-texnikayi-spasarkman-ev-veranorogman-masnageti-mexanik
464,"Senior DevOps Engineer, Financial Software Solutions",DataArt Armenia,30 June 2020,Yerevan,https://staff.am/en/senior-devops-engineer-financial-software-solutions-4
465,NetSuite Architect,DataArt Armenia,30 June 2020,Yerevan,https://staff.am/en/netsuite-architect-4
466,Node.js Developer ,ՋՈՅՆԹՈՒՀԱՅՐ ,05 July 2020,Yerevan,https://staff.am/en/nodejs-developer-72
467,NetSuite Senior Developer,DataArt Armenia,30 June 2020,Yerevan,https://staff.am/en/netsuite-senior-developer
468,Civil Engineer/ AutoCAD Master ,AAB Construction,05 July 2020,Yerevan,https://staff.am/en/civil-engineer-autocad-master
469,SALES AND MARKETING ASSOCIATE,WineWorks,05 July 2020,Yerevan,https://staff.am/en/sales-and-marketing-associate
470,Android Developer,IYC technologies,05 July 2020,Yerevan,https://staff.am/en/android-developer-239
471,Head of digital marketing department,ALPHA FOOD SERVICE LLC,05 July 2020,Yerevan,https://staff.am/en/head-of-digital-marketing-department-4
472,Mid/Senior C# developer,Digitain ,01 July 2020,Yerevan,https://staff.am/en/midsenior-c-developer-37
473,Senior C# .Net/.Net Core Developer,Soft Vision LLC,05 July 2020,Yerevan,https://staff.am/en/senior-c-netnet-core-developer
474,Project Manager Assistant/Civil Engineer ,AAB Construction,05 July 2020,Yerevan,https://staff.am/en/project-manager-assistant-7
475,Senior UI/UX Designer,Webb Fontaine Holding LLC,05 July 2020,Yerevan,https://staff.am/en/senior-uiux-designer-45
476,Head of Excellence Center,Webb Fontaine Holding LLC,05 July 2020,Yerevan,https://staff.am/en/head-of-excellence-center
477,Վաճառքի օպերատոր,Մեգնա ՍՊԸ,05 July 2020,Yerevan,https://staff.am/en/vacarki-operator-3
478,HR specialst,Telecom,05 July 2020,Yerevan,https://staff.am/en/hr-specialst-1
479,Ավտոմատ համակարգերի շահագործման մասնագետ/ էլեկտրոնշիկ,Armenian Tobacco Company,05 July 2020,Abovyan,https://staff.am/en/avtomat-hamakargeri-sahagorcman-masnaget-elektronsik-6
480,Marketing Manager ,Lesona ,30 June 2020,Yerevan,https://staff.am/en/marketing-manager-127
481,Sales Manager,alvard vardanyan ltd,05 July 2020,Yerevan,https://staff.am/en/sales-manager-397
482,IOS Developer,Intelligent Digital Technologies,05 July 2020,Yerevan,https://staff.am/en/ios-developer-218
483,Spanish-Speaking Research Intern,Polixis,05 July 2020,Yerevan,https://staff.am/en/spanish-speaking-research-intern-1
484,QA Engineer,Easy Pay LLC,05 July 2020,Yerevan,https://staff.am/en/qa-engineer-490
485,Active (Home ) Sales Specialist,Ucom CJSC,30 June 2020,Yerevan,https://staff.am/en/active-sales-specialist-21
486,furniture designer,Վեգա ,30 June 2020,Yerevan,https://staff.am/en/furniture-designer-5
487,Frontend Team Lead,DataOwl,05 July 2020,Yerevan,https://staff.am/en/frontend-team-lead
488,UI/UX DESIGNER,Concept Studio,05 July 2020,Yerevan,https://staff.am/en/uiux-designer-383
489,QA Engineer,DataOwl,05 July 2020,Yerevan,https://staff.am/en/qa-engineer-496
490,Senior PHP developer,RedKiteLLC,05 July 2020,Yerevan,https://staff.am/en/senior-php-developer-63
491,Русскоязычный специалист Call-центра,Telecom,05 July 2020,Yerevan,https://staff.am/en/russkoazycnyj-specialist-call-centra-1
492,Product Designer ,ServiceTitan,05 July 2020,Yerevan,https://staff.am/en/product-designer-23
493,HR management and documentation junior specialist,Ucom CJSC,05 July 2020,Yerevan,https://staff.am/en/hr-management-and-documentation-junior-specialist
494,DevOps Engineer,FLUX Technologies,05 July 2020,Yerevan,https://staff.am/en/devops-engineer-237
495,Կորպորատիվ վաճառքի մասնագետ,EcoVille LLC,05 July 2020,Yerevan,https://staff.am/en/korporativ-vacarki-masnaget
496,Senior JavaScript Developer,FLUX Technologies,05 July 2020,Yerevan,https://staff.am/en/senior-javascript-developer-52
497,Manager cashier,Sport Fit,04 July 2020,Yerevan,https://staff.am/en/manager-cashier-2
498,Graphic Designer,10Web,04 July 2020,Yerevan,https://staff.am/en/graphic-designer-360
499,Senior C++ Engineer (m/f/d) Tensor,TeamViewer Armenia,04 July 2020,Yerevan,https://staff.am/en/senior-c-engineer-mfd-tensor-12
500,C++ Engineer (m/f/d) Remote Management,TeamViewer Armenia,04 July 2020,Yerevan,https://staff.am/en/c-engineer-mfd-remote-management-10
501,Senior Full Stack Developer (m/f/d) Pilot,TeamViewer Armenia,04 July 2020,Yerevan,https://staff.am/en/senior-full-stack-developer-mfd-pilot-12
502,Senior C++ Developer (m/f/d) Pilot,TeamViewer Armenia,04 July 2020,Yerevan,https://staff.am/en/senior-c-developer-mfd-pilot-16
503,Senior Test Automation Engineer (m/f/d) IoT,TeamViewer Armenia,04 July 2020,Yerevan,https://staff.am/en/senior-test-automation-engineer-mfd-iot-9
504,Senior Software Engineer C++(m/f/d) Core,TeamViewer Armenia,04 July 2020,Yerevan,https://staff.am/en/senior-c-engineer-mfd-hayq-16
505,Վարորդ (ուղևորաբեռնատար մեքենայով),Ucom CJSC,04 July 2020,Yerevan,https://staff.am/en/driver-25
506,Կահույքագործ-բանվոր,Էդ-Սպո ՍՊԸ (beko),04 July 2020,Yerevan,https://staff.am/en/kahuykagorc-banvor
507,Business Development Executive,Earlyone,04 July 2020,Yerevan,https://staff.am/en/business-development-executive-16
508,Insight Analyst,National Instruments AM LLC,04 July 2020,Yerevan,https://staff.am/en/insight-analyst
509,Computer Vision Engineer,Imea Systems,04 July 2020,Yerevan,https://staff.am/en/computer-vision-enginee
510,Գործառնական ղեկավար,Garage Masters' Mall,04 July 2020,Yerevan,https://staff.am/en/gorcarnakan-gekavar
511,Senior Node.js Developer,Imea Systems,04 July 2020,Yerevan,https://staff.am/en/senior-nodejs-developer-57
512,Delivery Partner Project Manager,National Instruments AM LLC,04 July 2020,Yerevan,https://staff.am/en/delivery-partner-project-manager
513,Content manager,ALPHA FOOD SERVICE LLC,04 July 2020,Yerevan,https://staff.am/en/content-manager-34
514,Systems Engineer,National Instruments AM LLC,04 July 2020,Yerevan,https://staff.am/en/systems-engineer-28
515,Customer Support Advocate,ServiceTitan,04 July 2020,Yerevan,https://staff.am/en/customer-support-advocate-6
516,Motion Graphic Designer,SoftConstruct,04 July 2020,Yerevan,https://staff.am/en/motion-graphic-designer-7
517,UI/UX Designer,SoftConstruct,04 July 2020,Yerevan,https://staff.am/en/uiux-designer-380
518,Hardware Design Engineer,Heltun Solutions LLC,04 July 2020,Yerevan,https://staff.am/en/hardware-design-engineer-3
519,Ներքին դիտարկումների մասնագետ,Իդրամ ՍՊԸ,03 July 2020,Yerevan,https://staff.am/en/nerkin-ditarkumneri-masnaget
520,Mid iOS Developer,MagicDevs LTD,03 July 2020,Yerevan,https://staff.am/en/mid-ios-developer
521,Mid/Senior Android Developer,MagicDevs LTD,03 July 2020,Yerevan,https://staff.am/en/senior-android-developer-98
522,Product Owner,Digitain ,03 July 2020,Yerevan,https://staff.am/en/product-owner-133
523,UI/UX Designer ,Ucom CJSC,03 July 2020,Yerevan,https://staff.am/en/uiux-designer-374
524,COAF SMART Business & Operations Manager, Children of Armenia Charitable Fund,30 June 2020,Vanadzor,https://staff.am/en/coaf-smart-business-operations-manager
525,Accountant,ՖինԹաքս Ըքաունթինգ,03 July 2020,Yerevan,https://staff.am/en/accountant-447
526,Data Specialist / QA Engineer,Krisp,03 July 2020,Yerevan,https://staff.am/en/data-specialist-qa-engineer-1
527,Senior C# Developer,CQGI MA,03 July 2020,Yerevan,https://staff.am/en/senior-c-developer-122
528,ՍՆՆԴԻ ՍՊԱՍԱՐԿՄԱՆ ՍՐԱՀԻ ՄԵՆԵՋԵՐ,Art Lunch,03 July 2020,Yerevan,https://staff.am/en/snndi-spasarkman-srahi-menejer
529,Senior .Net Developer,Intelligent Digital Technologies,03 July 2020,Yerevan,https://staff.am/en/senior-net-developer-146
530,Technical writer - Contract,ServiceTitan,03 July 2020,Yerevan,https://staff.am/en/technical-writer-74
531,Junior lawyer,Spayka LLC,30 June 2020,Yerevan,https://staff.am/en/junior-lawyer-8
532,Deputy Project Director,International Development Group LLC,30 June 2020,Yerevan,https://staff.am/en/deputy-project-director
533, IT Business Analyst ,Praemium RA LLC,02 July 2020,Yerevan,https://staff.am/en/it-business-analyst-36
534,Computer Science teacher,Հայաստանում Եվրոպական Վարժարան հիմնադրամ,30 June 2020,Yerevan,https://staff.am/en/computer-science-teacher-1
535,Product Owner,WEBIHUB,02 July 2020,Yerevan,https://staff.am/en/product-owner-130
536,QA Engineer,WEBIHUB,02 July 2020,Yerevan,https://staff.am/en/qa-engineer-493
537,Warehouse worker,«ԷՍԷՌ ՖՈՒԴ» ՍՊԸ,30 June 2020,Yerevan,https://staff.am/en/warehouse-worker-5
538,Full-stack developer,Pragmatix,02 July 2020,Yerevan,https://staff.am/en/full-stack-developer-111
539,Full Stack JS Developer,SoftConstruct,02 July 2020,Yerevan,https://staff.am/en/full-stack-js-developer-36
540,PMO Specialist,FMD K&L EUROPE,02 July 2020,Yerevan,https://staff.am/en/project-management-specialist
541,Applications Engineer,National Instruments AM LLC,02 July 2020,Yerevan,https://staff.am/en/applications-engineer-6
542,Java Developer,Routetitan,02 July 2020,Yerevan,https://staff.am/en/java-dveveloper
543,Junior Laravel developer,HackTech LLC,02 July 2020,Yerevan,https://staff.am/en/junior-laravel-developer-6
544,Sales Manager (preseller),«ԷՍԷՌ ՖՈՒԴ» ՍՊԸ,30 June 2020,Yerevan,https://staff.am/en/sales-manager-preseller-1
545,Database Administrator,BIVAC Armenia CJSC,02 July 2020,Yerevan,https://staff.am/en/database-administrator-83
546,React JS Developer,BoomTech,30 June 2020,Yerevan,https://staff.am/en/react-js-developer-54
547,Junior accountant/Operator 1C,ՇԻՆԱՐԱՐԱԿԱՆ ՍՊԸ,01 July 2020,Yerevan,https://staff.am/en/junior-accountantoperator-1c-6
548,Service Manager,IMEX GROUP,01 July 2020,Yerevan,https://staff.am/en/service-manager-7
549,Tech Lead & Senior Software Engineer,Pangea Cloud Solutions,01 July 2020,Yerevan,https://staff.am/en/tech-lead-senior-software-engineer
550,"Կարամելի, շոկոլադի արտադրության տեխնոլոգ",ATP,30 June 2020,Yerevan,https://staff.am/en/karameli-sokoladi-artadrutyan-texnolog
551,English Speaking Sales/Support Representative,Envirotech,01 July 2020,Yerevan,https://staff.am/en/english-speaking-sales-representative-20
552,Service Desk Consultant,Adjarabet.am,30 June 2020,Ashtarak,https://staff.am/en/service-desk-consultant-6
553,National Chief Accountant,SOS Children's Villages Armenia,30 June 2020,Yerevan,https://staff.am/en/national-chief-accountant
554,National Programme Development Director ,SOS Children's Villages Armenia,30 June 2020,Yerevan,https://staff.am/en/national-programme-development-director
555,Manager,Pharmastar LLC,01 July 2020,Yerevan,https://staff.am/en/manager-39
556,Scrum master,Intelligent Digital Technologies,01 July 2020,Yerevan,https://staff.am/en/scrum-master-90
557,Վաճառքի զարգացման տարածքային մասնագետ (Պրեսելլեր)),Waterford,30 June 2020,Yerevan,https://staff.am/en/vacarki-zargacman-tarackayin
558,Business Development Executive,SFL,01 July 2020,Yerevan,https://staff.am/en/business-development-executive-10
559,Տնօրենի օգնական-գործավարուհի,Mikshin,01 July 2020,Yerevan,https://staff.am/en/tnoreni-ognakan-gorcavaruhi
560,Digital Marketing Specialist,Autofan,30 June 2020,Yerevan,https://staff.am/en/digital-marketing-specialist-202
561,Senior UI/UX Designer,SFL,01 July 2020,Yerevan,https://staff.am/en/senior-uiux-designer-42
562,Senior C++ Engineer,PicsArt,30 June 2020,Yerevan,https://staff.am/en/senior-c-developer-119
563,Data Engineer (Spark),PicsArt,30 June 2020,Yerevan,https://staff.am/en/data-engineer-spark-1
564,Data Scientist,PicsArt,30 June 2020,Yerevan,https://staff.am/en/data-scientist-76
565,Senior Full Stack JavaScript Engineer,PicsArt,30 June 2020,Yerevan,https://staff.am/en/senior-full-stack-javascript-engineer-1
566,Senior JavaScript Engineer,PicsArt,30 June 2020,Yerevan,https://staff.am/en/senior-javascript-engineer-19
567,"Technical Program Manager, Trust & Safety",PicsArt,30 June 2020,Yerevan,https://staff.am/en/technical-program-manager-trust-safety-1
568,"Senior Backend Engineer, User Behavior",PicsArt,30 June 2020,Yerevan,https://staff.am/en/senior-backend-engineer-user-behavior-10
569,"Senior Backend Engineer, Computer Vision",PicsArt,30 June 2020,Yerevan,https://staff.am/en/senior-backend-engineer-computer-vision-10
570,"Backend Engineer, User Behavior",PicsArt,30 June 2020,Yerevan,https://staff.am/en/backend-engineer-user-behavior-10
571,"Backend Engineer, Computer Vision",PicsArt,30 June 2020,Yerevan,https://staff.am/en/backend-engineer-computer-vision-10
572,QA Engineer (Web),PicsArt,30 June 2020,Yerevan,https://staff.am/en/web-qa-engineer-12
573,Senior Mobile Software Engineer in Test,PicsArt,30 June 2020,Yerevan,https://staff.am/en/senior-mobile-software-engineer-in-test-16
574,Quality Assurance Team Lead,PicsArt,30 June 2020,Yerevan,https://staff.am/en/quality-assurance-team-lead-19
575,Product Designer,PicsArt,30 June 2020,Yerevan,https://staff.am/en/product-designer-20
576,Web Designer,PicsArt,30 June 2020,Yerevan,https://staff.am/en/web-designer-68
577,Sales Representative ,AIR LLC,30 June 2020,Yerevan,https://staff.am/en/sales-representative-36
578,QA Engineer,PicsArt,30 June 2020,Yerevan,https://staff.am/en/qa-engineer-487
579,Junior IT Monitoring Specialist (24/7 shift),PicsArt,30 June 2020,Yerevan,https://staff.am/en/it-monitoring-specialist-247-shift-15
580, Merchandiser,Վենդա,30 June 2020,Yerevan,https://staff.am/en/merchandiser-26
581,Senior Software Engineer ,ServiceTitan,01 July 2020,Yerevan,https://staff.am/en/senior-software-engineer-optimization-algorithms-12
582,Export manager,«ԷՍԷՌ ՖՈՒԴ» ՍՊԸ,30 June 2020,Yerevan,https://staff.am/en/export-manager-18
583,React Native developer,Locator CJSC,01 July 2020,Yerevan,https://staff.am/en/react-native-developer-62
584,Automation QA Engineer,The Software Development Company,30 June 2020,Yerevan,https://staff.am/en/automation-qa-engineer-47
585,Node.js/NestJS developer,Viveo Health,30 June 2020,Yerevan,https://staff.am/en/midsenior-nodejsnestjs-developer-6
586,"Engineering Manager, Java Microservices & Data",DISQO,03 July 2020,Yerevan,https://staff.am/en/engineering-manager-java-microservices-data-6
587,Senior Software Engineer,ServiceTitan,03 July 2020,Yerevan,https://staff.am/en/senior-software-engineer-76
588,"Senior Software Engineer, Front-End",ServiceTitan,03 July 2020,Yerevan,https://staff.am/en/sr-software-engineer-front-end-27
589,Senior Site Reliability Engineer,ServiceTitan,15 July 2020,Yerevan,https://staff.am/en/senior-site-reliability-engineer
590,Lead Software Engineer,ServiceTitan,05 July 2020,Yerevan,https://staff.am/en/lead-software-engineer
591,QA Automation Engineer,ServiceTitan,05 July 2020,Yerevan,https://staff.am/en/qa-automation-engineer-91
592,Operations Center Engineer,ServiceTitan,15 July 2020,Yerevan,https://staff.am/en/operations-center-engineer
